"Maakunta","Kunta","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","dummy"
"Pohjanmaa","Vaasa","54.6","54.3","52.4","52.3","50.5","49.6","52.9","47.8","43.9","42.2","41.5","40.7","39.3","38.7","38.8","."
"Pohjois-Karjala","Ilomantsi","47.2","47.7","46.7","46.2","47.2","48","43.1","42.2","40.4","37.2","34.7","35.4","33.6","37.6","34.8","."
"Pohjois-Karjala","Joensuu+Kont.+Lip.+Out.+Polv.","67","66.5","66","65.3","65.3","64","55.5","57.2","50.2","49.2","48.6","47.2","46.3","45.5","44.3","."
"Pohjois-Karjala","Juuka","43","43.1","43.9","43.7","41.6","43.8","41","40.8","39","39.4","40.5","39.6","40.5","40.7","41","."
"Pohjois-Karjala","Kitee","47.2","46.7","46.8","45.5","43.2","46.7","43.6","48","43.4","40.2","39","37.4","36.5","34.3","29.9","."
"Pohjois-Karjala","Lieksa","46.2","46.9","48","48","47.9","45.8","46.2","45.6","44.4","42.7","42","41.4","39.5","39","37.9","."
"Pohjois-Karjala","Nurmes","52.9","53.8","53.3","54.2","54.1","51","50.7","49.8","47.3","46.3","46.3","45.3","43.7","42.1","40.1","."
"Pohjois-Karjala","Rääkkylä","35.7","37.9","37.6","36.3","33.2","35.2","35.1","33","35.2","35.1","33.6","32.9","33.8","34.5","33.7","."
"Pohjois-Karjala","Tohmajärvi","30.7","30.8","46.6","47","57.8","52.1","39.8","39.6","39.1","37.5","23.7","27","27","29.9","31.3","."
"Pohjois-Karjala","Valtimo","43.4","41.1","41.1","42.3","41","41.8","40.6","45.1","39","39.7","37.7","36.3","37","36.1","34.7","."
"Pohjois-Pohjanmaa","Alavieska","64.2","62.3","52.8","48.4","48.2","63.9","60.3","58.7","59","57.9","62.1","70.8","68.3","58.4","58.5","."
"Pohjois-Pohjanmaa","Haapajärvi+Pyhäjärvi","51","50","50.7","50.4","49.7","50.4","49.3","49.9","45.8","46.1","45.9","43.8","44.2","43.2","42.8","."
"Pohjois-Pohjanmaa","Haapavesi","45.6","48.3","49.9","48.8","48.1","43.1","47","44.8","47.3","46.3","46.8","47","47","46.1","46.1","."
"Pohjois-Pohjanmaa","Hailuoto","69","71.8","77.8","85.3","81.7","78.4","69.5","70.6","63.6","60.4","53.5","54.5","48.9","51.3","47.5","."
"Pohjois-Pohjanmaa","Ii","55.4","54.7","53.8","52.8","52.8","51.8","51.3","48.1","46.8","45.7","44.4","48.1","42.8","40.4","41.3","."
"Pohjois-Pohjanmaa","Kärsämäki","57.9","58.2","49.5","48.3","50.9","50.7","46.7","44.1","40","41.1","42.1","40.7","43.3","44.6","43.8","."
"Pohjois-Pohjanmaa","Kalajoki","45","45.4","44.9","45.4","45.3","43.1","42.6","39.9","40","39.1","35.5","38.6","38.3","33.6","41.4","."
"Pohjois-Pohjanmaa","Kempele","54.4","54.5","55.2","54.5","60.9","62.8","59.8","57.3","54.8","55.9","54.9","51.9","50.9","54.2","52.9","."
"Pohjois-Pohjanmaa","Kuusamo","43.9","44.9","46.4","46.7","46.3","44.8","43.4","41.5","40.3","39.4","38.7","36.9","36.5","36.5","34.4","."
"Pohjois-Pohjanmaa","Liminka","47.9","50.5","50.6","50.6","48.9","52.6","50.6","48.4","45.5","44.4","45.4","41","45.7","51.1","53.8","."
"Pohjois-Pohjanmaa","Lumijoki","35.4","32.7","36.2","38","40","39.8","42.1","39.9","45","42.5","44.5","34.9","32.7","31.1","32.8","."
"Pohjois-Pohjanmaa","Merijärvi","49.4","51.9","53.1","53.6","54.9","54","50.7","45.3","44.4","43.6","47.1","43.5","43.5","42.2","42.3","."
"Pohjois-Pohjanmaa","Muhos","52.2","51.1","52.2","51.4","50.2","50.2","48.9","47.6","51.3","51.8","43.4","46.7","45.5","51.9","38.8","."
"Pohjois-Pohjanmaa","Nivala","44.9","44.7","44.7","45.5","45.1","42.3","41.6","35.7","45.5","45","43.7","43","43.3","42.5","42.2","."
"Pohjois-Pohjanmaa","Oulainen","49.7","51.5","51.2","51.1","50.2","48.8","48.4","48.5","45.5","44.1","44.1","42.1","41.7","41.9","41.6","."
"Pohjois-Pohjanmaa","Oulu","54.9","55.3","53.8","53.8","52.7","48.2","47.3","47.3","45.4","44.7","44.5","42.5","41.7","39.6","38.6","."
"Pohjois-Pohjanmaa","Pudasjärvi","39.6","48.7","48.5","48.5","40.9","40.1","40.8","38.7","38","42.1","40.6","37.8","37","33.5","32.5","."
"Pohjois-Pohjanmaa","Pyhäjoki","54.8","54.5","53.8","54.8","49","49.1","47.1","45.8","44.4","44.3","44.8","42.6","42.2","42","41.7","."
"Pohjois-Pohjanmaa","Pyhäntä","78.1","49.5","47.9","45.3","49.2","49","43.6","46.6","46.7","43.5","43.6","44.9","44.5","44.6","48","."
"Pohjois-Pohjanmaa","Raahe","80.1","57.2","54.1","55.9","46.5","47.5","45.7","43.7","41.3","41","39.5","38.5","37.7","35.4","30.8","."
"Pohjois-Pohjanmaa","Reisjärvi","38.9","39.1","41.6","40","40.7","44.8","42.8","40.5","40.5","40.7","40","39.8","39.9","37.9","35.9","."
"Pohjois-Pohjanmaa","Sievi","47","46.4","45.1","45.1","42.8","43","43.9","42.1","40.5","42.7","41.2","48.5","46.4","42","41.4","."
"Pohjois-Pohjanmaa","Siikajoki","37.5","36.8","38","38.5","38.4","36.7","36.8","34.5","40","38.6","34.9","39","38.7","38.1","36.4","."
"Pohjois-Pohjanmaa","Siikalatva","0","0","0","0","0","0","0","0","0","0","42.8","39.1","39.6","37.1","37","."
"Pohjois-Pohjanmaa","Taivalkoski","43.1","43.5","42.9","42.7","42.8","43.1","41.9","40.9","39.7","39.8","38.9","35.7","35.2","35.2","33.4","."
"Pohjois-Pohjanmaa","Tyrnävä","41.4","40.4","38.8","42.3","40.3","52.1","42.9","39.8","35.9","38.9","38.5","37.9","36.3","37.9","36.1","."
"Pohjois-Pohjanmaa","Utajärvi","54.9","53.7","54","54.3","51","48.2","44","42.6","41.8","39.7","39.1","39.4","39.3","40.5","40.1","."
"Pohjois-Pohjanmaa","Ylivieska","47.4","46","46.5","46.2","45.8","49.8","44.6","47.1","48.1","49.1","49.5","45.4","45","44.1","42.9","."
"Pohjois-Savo","Iisalmi","47.3","47.2","47.1","47.1","46.8","44.6","43.5","42.7","42.5","46","45.3","44.8","44.7","43","38","."
"Pohjois-Savo","Keitele","51","51.8","50.7","49.7","48.8","41.6","44.8","44","43.8","44","42.2","40.7","40.6","40.1","41.1","."
"Pohjois-Savo","Kiuruvesi","41.6","41.8","41.3","41.5","42","39.8","40.6","41.5","40.4","38.1","44.7","40.1","39.5","41.8","41.7","."
"Pohjois-Savo","Kuopio+Juank.+Kaavi+Tuus.","58.1","53.9","56.5","56","55.5","48.3","51.9","49.4","46.9","47.6","45.5","44.1","43","41","38.2","."
"Pohjois-Savo","Lapinlahti","45.1","45.3","43.6","44.3","42.9","40.7","43.1","42","36.8","39.2","38.9","38.1","37.5","37.1","37.4","."
"Pohjois-Savo","Leppävirta","48.4","49.6","50.3","51.7","49.5","46.2","43.4","42.6","41.7","40.7","40.2","38.7","37.8","36.3","33","."
"Pohjois-Savo","Maaninka","33.7","35.4","36.3","35.3","36.3","35.3","39.5","39.6","38.8","39.2","37.1","34.5","33.5","32.3","32.3","."
"Pohjois-Savo","Pielavesi","43.1","42.6","42.9","42.4","42.6","43.7","40.3","38.4","38.2","40.2","41","40.8","36.8","40.4","35.6","."
"Pohjois-Savo","Rautalampi","38.5","66.7","45.4","48","47.5","46.3","43.3","42.3","39.8","39.2","36.7","35.9","34.6","34.7","34.8","."
"Pohjois-Savo","Rautavaara","37.4","36.8","36","37.9","34.5","33.5","32.6","34","31.6","33.4","31.5","30.7","31.7","30.7","29.8","."
"Pohjois-Savo","Siilinjärvi","54.2","54.9","53.2","52.8","52.7","51.2","50.8","50.1","48.8","43.6","46.8","44.9","45.3","43.7","42.2","."
"Pohjois-Savo","Sonkajärvi","40.2","40.4","42","42.6","42.6","43.2","40.6","39.6","38.2","37.4","38.5","39.4","41.9","40.6","40.6","."
"Pohjois-Savo","Suonenjoki","46.7","45.6","45.2","47.5","46.9","46.8","44.8","43.2","43.1","42.6","40.3","38.8","37.5","35.7","34.3","."
"Pohjois-Savo","Tervo","34.8","35.3","44.3","51.8","52.4","37","35.9","30.5","32","31.4","31.6","30.6","33.7","30.2","29.3","."
"Pohjois-Savo","Varkaus","47.3","47.1","45.9","45.7","45.4","42.6","43.5","38.4","40.6","37.7","35.8","34.7","33.5","32.7","32.1","."
"Pohjois-Savo","Vesanto","27","35.1","36.6","36.6","38.7","38.8","38.1","36.6","37.3","39.1","40.1","40.2","39.5","37.5","38.5","."
"Pohjois-Savo","Vieremä","34","34.4","35","37.6","39.8","39.4","39.2","38","37.7","37.1","35.4","35.7","34.8","38.1","38","."
"Satakunta","Eura","44.1","43.8","44.7","44.1","45.4","45.8","38.2","41","38.3","39.4","32.3","31.7","33.4","33.5","32","."
"Satakunta","Eurajoki","53.1","54.5","54.1","53.2","63.7","52","49.6","49.8","46.8","44.2","37","41.3","38.4","43.2","42","."
"Satakunta","Harjavalta","51.5","51.4","50.1","51.1","51.1","50.4","47.9","47.5","45.9","44.6","42.4","43.7","44.4","44.1","43.9","."
"Satakunta","Honkajoki","38.4","37.3","38.5","37.4","36.4","34.9","35.2","35.2","30.9","29.6","28.1","29.4","28.4","29.1","30.3","."
"Satakunta","Huittinen","44.1","44.2","44.7","49","49.6","49.7","48.8","45.3","43.8","45.1","38.5","38.9","38.2","35.8","35.4","."
"Satakunta","Jämijärvi","60.5","63.2","67.9","71.5","74.3","33.3","33.7","31.4","30.2","24.3","25.9","25.4","23.4","24.2","23.5","."
"Satakunta","Köyliö","37.4","33.5","25.6","38.6","37.7","33","32.4","31.2","32","32","32.3","29.2","22","20.4","20","."
"Satakunta","Kankaanpää","47.4","47.4","47","46.3","47.1","46.5","44.6","42.9","40.2","36.5","31.7","30.1","33.4","33","30.7","."
"Satakunta","Karvia","53.5","48.7","47.7","47.5","46","44.3","43.5","42.5","41.9","38.8","38.4","35.9","35.8","33.5","30.8","."
"Satakunta","Kokemäki","42.9","42.6","44","44.6","44.7","45.2","43","43.2","41.3","40.2","38","37.3","38.6","38.7","35.9","."
"Satakunta","Lavia","41.7","41.9","43.4","41.1","39.8","40.1","38.5","37","35.6","32.7","32.7","28.7","29.2","29.8","26","."
"Satakunta","Luvia","44.9","46.7","45.6","46.9","47.4","48.1","45.7","43.9","44.8","43","43","48.5","45.1","41.6","43","."
"Satakunta","Merikarvia","41.1","37.3","42.7","40.9","40.1","37.7","38.1","38.8","35.6","37","38.4","39.5","37.8","40.9","42.1","."
"Satakunta","Nakkila","46.5","46.8","45.9","46.4","48","47.8","44.7","41","39.7","38.2","36.6","37.5","36.6","34.2","33","."
"Satakunta","Pomarkku","38.8","39.9","37.1","33.9","34.5","29.2","30.5","27.5","29.3","107.6","30.2","28.9","32.1","30.6","27.4","."
"Satakunta","Pori","43.9","43.9","43.7","44.1","42.9","42.1","41.2","45.9","46.9","45.4","44","42.6","43","42.6","42","."
"Satakunta","Rauma","52.4","51.6","51.3","51.6","50","53.6","51.2","49.7","47.3","46.1","44.3","41.9","51.3","41.7","41.1","."
"Satakunta","Säkylä","65.3","54.9","52.7","54.8","47.3","45.5","45.4","43.4","41.4","37.9","38.4","36.8","36.3","34.4","32.1","."
"Satakunta","Siikainen","30.6","33.3","33.4","32.9","33.2","33.2","31.6","30.9","30.8","31.5","30.3","30.3","31.6","31.7","28.2","."
"Satakunta","Ulvila","48.2","57","51.2","52.7","53.7","55.1","49.2","49.5","48.6","47.7","42.5","32.6","30.8","43.2","42.6","."
"Uusimaa","Askola","39.7","45.8","42.4","45","31.7","43.1","45.1","38.9","43.5","42.5","39.3","38.6","39.8","38","35.4","."
"Uusimaa","Espoo","41.2","41.1","41.2","42.1","43.1","42.2","43.3","37.3","38.5","39.2","39.5","39.9","40.4","42.6","43","."
"Uusimaa","Hanko","42.6","44.3","45.7","44.7","43.5","44.3","42.1","39.8","36","36.1","37.8","36.6","36.8","36","36.1","."
"Uusimaa","Helsinki","43.5","44.2","44.9","44.9","44.9","42","41.1","39.4","36.7","37.4","37.1","36.2","38.4","38.9","38.6","."
"Uusimaa","Hyvinkää","43.4","42.7","41.3","41.3","41.5","37.8","37","38.9","37.5","36.4","36.2","33.9","32.8","32","36.2","."
"Uusimaa","Inkoo","32","32.9","32.5","31.7","35","37.2","36.6","34.3","34.1","40.8","39.2","36.8","34.3","28.3","28.9","."
"Uusimaa","Järvenpää","45.6","46.6","46.8","46.8","46.2","42.5","43.1","40.9","39.3","37.9","37.8","36.6","36.2","36.1","34.7","."
"Uusimaa","Karkkila","36.8","39.6","39.7","41.2","39.5","39.4","34.8","36.3","35.8","34.6","34","33.2","33.2","33.5","33.7","."
"Uusimaa","Kauniainen","63.9","65.2","66.1","69.1","63.4","62.1","46.7","65.8","56.6","53.8","51.8","51.9","53.2","76.7","57.8","."
"Uusimaa","Kerava","40.9","41.6","40.9","40.8","41.1","40.5","42.3","41.9","40.8","39.8","44.2","43.8","43.8","44.7","45.5","."
"Uusimaa","Kirkkonummi","49.7","49.7","49.4","60.1","59.3","65.4","46.2","44.8","43.3","43.4","42.5","40.3","41.9","41.9","40.5","."
"Uusimaa","Lapinjärvi","42.7","43.9","49.7","50.1","50.3","50.4","47.4","48","47.7","47.8","48.1","47.8","48.4","48.6","48.8","."
"Uusimaa","Lohja","46.5","45.9","44.9","44.5","44.5","43.5","35.6","41.7","40.5","39.8","39.8","38.7","38.4","38.5","34.7","."
"Uusimaa","Loviisa","61.1","57.3","57.6","56.7","55.7","56.4","52.8","50","49.7","48.2","46.4","33.6","31.8","31","30.5","."
"Uusimaa","Mäntsälä","46.5","46.8","46.4","44.5","43.3","42.2","40.4","39.5","37.5","35.2","38.1","29.3","32.6","32.6","32.1","."
"Uusimaa","Myrskylä","48.2","46","44.9","45.6","43.2","42","41.3","40.8","40.2","39.6","38.8","38.7","38.8","39","24","."
"Uusimaa","Nurmijärvi","46.2","46.3","47.3","47.4","46.9","46.1","46.5","45.5","44.4","43.8","42.7","40.8","40.7","40.1","39.2","."
"Uusimaa","Pornainen","35.4","49","48.3","50.7","43.1","46.8","46.7","47.6","43.5","42.6","42.2","41.5","41.4","41.5","40","."
"Uusimaa","Porvoo","43.1","45","45.4","45.3","45","42.3","41","40.1","38.4","37.6","37.1","36","34.6","33.5","32.9","."
"Uusimaa","Pukkila","27.9","27.9","31.9","30.9","30.9","32.1","33.2","33.5","32.1","33.3","30.2","29.3","24.5","22.4","22.2","."
"Uusimaa","Raasepori","0","0","0","0","0","0","0","0","0","0","38.8","36.3","36.5","29.8","28.3","."
"Uusimaa","Sipoo","35.5","37.4","38.1","36.9","30.9","32.5","33.3","34.3","34","33","36.1","36.9","38.2","38","37.9","."
"Uusimaa","Siuntio","29.5","25.2","39.3","37.8","50.5","27.7","27.8","25","22.9","24.4","23.6","23.9","22.8","23.2","23.5","."
"Uusimaa","Tuusula","38.4","39.3","40.2","42.2","42.8","51.6","40.3","39","37.9","37.2","37.1","36.3","35.8","35.1","36.7","."
"Uusimaa","Vantaa","43.6","44.5","43.9","43.6","44.5","41","39.6","38.1","36.2","35.7","34.7","34.3","33.5","33.6","33.2","."
"Uusimaa","Vihti","48.8","48.5","49.2","49.3","48.4","45.4","40.3","44","43.6","42","37.9","36.8","36","36.4","37.5","."
"Varsinais-Suomi","Aura","60.7","57","59.4","60.4","63.9","64.4","62.5","58.5","56.4","50.3","56","51.5","50.8","50.2","48","."
"Varsinais-Suomi","Kaarina","46.2","47.9","48.2","47.6","47.3","51.5","48.9","46.7","45.8","48","39.6","37.6","36.3","32.1","37.7","."
"Varsinais-Suomi","Kemiönsaari","0","0","0","0","0","0","0","0","0","0","40.4","37.7","39.8","36.8","37.2","."
"Varsinais-Suomi","Koski Tl","40","42.3","43.6","44","47.7","49.9","48.7","48.1","53.8","52.6","49.3","53.4","46.1","50.5","51.9","."
"Varsinais-Suomi","Kustavi","36.9","38.4","35.1","40.4","42.7","46.3","44.7","43.3","42.9","43.4","42.7","44.8","44.9","44.1","47.2","."
"Varsinais-Suomi","Laitila","27.9","36","37.3","37.3","38.8","39.7","39.3","41","41.8","41.1","40.2","38.9","38.6","38.8","42.8","."
"Varsinais-Suomi","Lieto","37","36.6","37.3","37.1","35.9","33.3","35.5","34.7","32.4","34.1","33.4","32.4","36.2","37.7","31.5","."
"Varsinais-Suomi","Loimaa","69.3","69.5","69.5","68.9","70.4","70.7","49.9","47.8","46.2","56.4","50.3","49.9","49.3","49.1","46.5","."
"Varsinais-Suomi","Marttila","29.9","26.1","27.9","28.6","32.4","36","37.2","37.2","35","32.9","35.2","34.4","34.1","34.1","36.9","."
"Varsinais-Suomi","Masku","41.7","47.5","46.3","44.2","45.3","45.5","44.4","44.3","44.4","44.7","44.3","45.1","29","37.4","35.5","."
"Varsinais-Suomi","Mynämäki","80.8","74","66.6","66.8","65.3","47.9","47.5","46","38.3","34.3","35.1","35","32.4","31.7","32.1","."
"Varsinais-Suomi","Naantali","48.3","48.4","48.1","47.7","47.1","42.5","43.7","44.5","41.4","44.7","32.1","31.5","30","35.2","35.2","."
"Varsinais-Suomi","Nousiainen","48","49.1","46.8","51.9","51.3","53.6","54.4","53.3","52.4","51.2","50.4","39.7","41.9","44.2","45","."
"Varsinais-Suomi","Oripää","35.5","30.8","30.6","32","29.6","40.1","47.8","30.7","41.4","32.4","42.6","48.7","45.3","46.8","44.4","."
"Varsinais-Suomi","Pöytyä","33.4","35","28.2","36.1","37","36.2","39","38.6","36.7","38.4","34.2","33.3","35.4","36.2","36.4","."
"Varsinais-Suomi","Paimio","36.9","37.6","39.5","40.3","40.2","39.4","39.6","42.7","42.8","41.9","41.4","39.8","38.9","41.1","35.2","."
"Varsinais-Suomi","Parainen","0","0","0","0","0","0","0","0","0","0","44.5","41.7","42.1","42.4","39.4","."
"Varsinais-Suomi","Pyhäranta","51.5","25.5","26.5","26.6","28.5","28","24.3","23.9","21.1","19.5","17.8","14.5","17.2","11.6","17.4","."
"Varsinais-Suomi","Raisio","72.6","69.3","70.5","70.7","71.4","65.6","64.9","61.5","56.1","47.1","41.8","54.7","51.6","49.6","47.1","."
"Varsinais-Suomi","Rusko","78.7","77.4","71","59.8","44.8","50.8","52.4","49","47.7","50.8","44.8","41.6","40.1","38.9","38","."
"Varsinais-Suomi","Salo","64","64.6","69.7","71.3","73.9","69.9","74.8","72.3","71.3","69.4","42.7","42.4","41.4","40.4","39.4","."
"Varsinais-Suomi","Sauvo","39","39.2","41.6","38.7","33.1","33.6","35.2","41.2","39.4","33.4","32.3","32.4","31.8","31.3","30.9","."
"Varsinais-Suomi","Somero","34.5","40.5","40.8","43.1","43.8","42.5","43.4","43.5","43.8","43","43","41.9","42.1","41.2","40.6","."
"Varsinais-Suomi","Taivassalo","52","61.8","69.7","38.1","39.5","29.6","37.5","34.9","34.5","33.8","32","29.2","32.6","33","36.4","."
"Varsinais-Suomi","Tarvasjoki","28.3","29.5","26.4","30.6","33.1","36.4","37","35.9","34.2","34.5","35.1","36.6","35.4","37.3","33.9","."
"Varsinais-Suomi","Turku","46.5","46.8","46","45.5","44.1","42.2","41.9","39.1","38.4","38.4","37.8","36.8","36.9","33.6","37.4","."
"Varsinais-Suomi","Uusikaupunki","47.9","48","47.2","46.5","46.4","44.4","43.8","41.1","40.2","44.9","43.3","43","41.8","30","35.2","."
"Varsinais-Suomi","Vehmaa","41.5","59.4","58.2","60.3","60","38.5","38.4","39.4","38.9","38.8","38.7","38.9","36.7","35.9","35.1","."
