"Maakunta","Kunta","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","dummy"
"Pohjanmaa","Vöyri","0","0","0","0","0","0","0","0","0","0","0","0","0.89","0.9","0.91","."
"Pohjanmaa","Vaasa","1.11","1.1","1.14","1.13","1.11","1.06","1.03","1.03","1.02","1.02","1","0.98","0.97","0.97","0.94","."
"Pohjois-Karjala","Ilomantsi","0.67","0.69","0.84","0.86","0.88","0.9","0.92","1.01","1.03","1.05","1.07","1.08","1.1","1.11","0.97","."
"Pohjois-Karjala","Joensuu+Kont.+Lip.+Out.+Polv.","0.89","0.89","0.91","0.91","0.91","0.92","0.91","0.91","0.79","0.8","0.81","0.8","0.78","0.78","0.76","."
"Pohjois-Karjala","Juuka","0.67","0.67","0.7","0.69","0.71","0.69","0.62","0.61","0.76","0.77","0.78","0.68","0.86","0.89","0.73","."
"Pohjois-Karjala","Kitee","0.81","0.83","0.86","0.92","0.94","0.85","0.85","0.8","0.72","0.69","0.72","0.72","0.68","0.61","0.6","."
"Pohjois-Karjala","Lieksa","1","1.03","1.08","0.98","0.99","1","1","1","1.02","1.04","1.06","1.04","1.03","1.03","1.01","."
"Pohjois-Karjala","Nurmes","0.94","0.96","0.97","0.93","0.95","0.92","0.94","0.9","0.89","0.96","1.04","1.01","1.05","0.97","0.96","."
"Pohjois-Karjala","Rääkkylä","1.08","1.13","1.13","0.88","0.89","0.98","0.93","0.96","1.02","0.93","0.95","1.07","1.06","1.26","1.43","."
"Pohjois-Karjala","Tohmajärvi","0.65","0.74","0.67","0.69","0.69","0.66","0.84","0.73","0.85","0.87","0.87","0.84","0.85","0.85","0.83","."
"Pohjois-Karjala","Valtimo","0.64","0.65","0.67","0.51","0.52","0.89","0.9","0.94","1.01","1.18","1.2","1.21","1.22","1.23","1.24","."
"Pohjois-Pohjanmaa","Alavieska","0.99","0.97","0.99","1.03","1.04","1.04","0.97","0.88","0.82","0.84","0.86","0.86","0.84","0.93","0.78","."
"Pohjois-Pohjanmaa","Haapajärvi+Pyhäjärvi","0.83","0.84","0.85","0.83","0.83","0.84","0.85","0.86","0.83","0.84","0.81","0.82","0.83","0.84","0.84","."
"Pohjois-Pohjanmaa","Haapavesi","0.8","0.67","0.75","0.76","0.76","0.77","0.7","0.71","0.69","0.7","0.71","0.69","0.68","0.8","0.72","."
"Pohjois-Pohjanmaa","Hailuoto","0.82","0.82","0.83","0.82","0.83","0.82","0.81","0.83","0.6","0.61","0.6","0.61","0.62","0.8","0.81","."
"Pohjois-Pohjanmaa","Ii","0.79","0.78","0.78","0.93","0.92","0.91","0.91","0.93","0.99","0.91","0.91","0.89","0.88","0.87","0.78","."
"Pohjois-Pohjanmaa","Kärsämäki","0.84","0.86","0.87","0.75","0.76","0.76","0.74","0.76","0.77","0.77","0.76","0.77","0.78","0.8","0.82","."
"Pohjois-Pohjanmaa","Kalajoki","0.69","0.71","0.71","0.77","0.75","0.74","0.74","0.7","0.72","0.85","0.74","0.81","0.8","0.82","0.84","."
"Pohjois-Pohjanmaa","Kempele","0.6","0.62","0.68","0.66","0.64","0.68","0.68","0.66","0.64","0.66","0.65","0.55","0.6","0.6","0.57","."
"Pohjois-Pohjanmaa","Kuusamo","0.71","0.73","0.78","0.77","0.79","0.75","0.89","0.83","0.79","0.85","0.82","0.83","0.82","0.81","0.78","."
"Pohjois-Pohjanmaa","Liminka","0.54","0.53","0.52","0.51","0.65","0.62","0.57","0.54","0.55","0.52","0.52","0.51","0.55","0.6","0.64","."
"Pohjois-Pohjanmaa","Lumijoki","0.59","0.59","0.59","0.59","0.57","0.71","1.11","1.08","1.06","1.06","1.03","1.03","1.03","1.01","1","."
"Pohjois-Pohjanmaa","Merijärvi","1.34","1.36","1.39","1.42","1.42","1.45","1.38","1.34","1.2","1.34","1.35","1.32","1.33","1.33","1.36","."
"Pohjois-Pohjanmaa","Muhos","0.88","0.91","0.81","0.77","0.77","0.88","0.83","0.72","0.83","0.8","0.8","0.77","0.79","0.8","0.78","."
"Pohjois-Pohjanmaa","Nivala","0.78","0.72","0.72","0.73","0.73","0.73","0.74","0.73","0.73","0.73","0.71","0.64","0.63","0.63","0.64","."
"Pohjois-Pohjanmaa","Oulainen","0.84","0.85","0.76","0.76","0.75","0.87","0.86","0.87","0.84","0.82","0.78","0.8","0.75","0.76","0.76","."
"Pohjois-Pohjanmaa","Oulu","0.94","0.93","0.91","0.89","0.89","0.88","0.86","0.84","0.8","0.82","0.82","0.8","0.79","0.76","0.73","."
"Pohjois-Pohjanmaa","Pudasjärvi","0.66","0.66","0.69","0.73","0.74","0.72","0.79","0.76","0.76","0.77","0.78","0.7","0.72","0.69","0.72","."
"Pohjois-Pohjanmaa","Pyhäjoki","1","0.95","1","1.04","1.03","1","0.99","0.9","0.91","1.06","1","0.89","0.93","0.85","1.08","."
"Pohjois-Pohjanmaa","Pyhäntä","1.12","0.97","1.1","1.16","1.07","1.12","1.14","1.2","1.08","1.13","1","1.03","1.1","1.14","1.15","."
"Pohjois-Pohjanmaa","Raahe","0.92","0.83","0.78","0.78","0.69","0.68","0.68","0.76","0.75","0.76","0.75","0.75","0.74","0.75","0.81","."
"Pohjois-Pohjanmaa","Reisjärvi","0.85","0.93","0.95","0.92","0.94","0.91","1.01","0.97","0.98","0.99","1","0.97","0.98","0.87","0.88","."
"Pohjois-Pohjanmaa","Sievi","1.1","1.07","0.93","0.93","0.92","0.99","0.94","0.83","0.82","0.82","0.78","0.79","0.78","0.79","0.76","."
"Pohjois-Pohjanmaa","Siikajoki","0.68","0.69","0.7","0.72","0.73","0.74","0.74","0.75","1.05","1.02","1.02","1.04","1.05","1.03","0.89","."
"Pohjois-Pohjanmaa","Siikalatva","0","0","0","0","0","0","0","0","0","0","0.99","1.01","0.95","0.97","0.92","."
"Pohjois-Pohjanmaa","Taivalkoski","0.75","0.77","0.78","0.8","0.81","0.78","0.77","0.88","0.66","0.65","0.66","0.7","0.74","0.69","0.73","."
"Pohjois-Pohjanmaa","Tyrnävä","0.77","0.7","0.77","0.76","0.74","0.72","0.69","0.68","0.61","0.6","0.62","0.6","0.59","0.6","0.59","."
"Pohjois-Pohjanmaa","Utajärvi","1.02","1.03","1.05","1","1.04","1","0.84","0.84","0.85","0.87","0.89","1","1.17","1.19","1.19","."
"Pohjois-Pohjanmaa","Ylivieska","0.9","0.9","0.91","0.91","0.91","0.91","0.86","0.78","0.69","0.59","0.58","0.65","0.65","0.59","0.56","."
"Pohjois-Savo","Iisalmi","0.75","0.75","0.78","0.71","0.76","0.71","0.75","0.8","0.67","0.7","0.71","0.76","0.71","0.78","0.78","."
"Pohjois-Savo","Keitele","0.92","1","1.01","1","0.97","0.69","0.7","0.96","1","0.98","1.02","1.05","1.06","1.15","1.17","."
"Pohjois-Savo","Kiuruvesi","0.76","0.76","0.77","0.79","0.75","0.76","0.76","0.82","0.68","0.87","0.85","0.82","0.82","0.83","0.85","."
"Pohjois-Savo","Kuopio+Juank.+Kaavi+Tuus.","0.85","0.84","0.77","0.82","0.83","0.93","0.76","0.74","0.74","0.81","0.79","0.86","0.8","0.79","0.76","."
"Pohjois-Savo","Lapinlahti","0.74","0.67","0.72","0.7","0.72","0.72","0.75","0.76","0.73","0.76","0.76","0.76","0.76","0.78","0.78","."
"Pohjois-Savo","Leppävirta","0.76","0.71","0.72","0.74","0.73","0.68","0.65","0.67","0.73","0.7","0.69","0.78","0.78","0.79","0.68","."
"Pohjois-Savo","Maaninka","0.88","0.92","0.87","0.88","1","0.9","0.95","0.95","0.93","0.9","0.91","0.83","0.78","0.78","0.78","."
"Pohjois-Savo","Pielavesi","0.81","0.83","0.68","0.69","0.7","0.71","0.72","0.62","0.63","0.65","0.66","0.68","0.81","0.77","0.92","."
"Pohjois-Savo","Rautalampi","0.95","1.06","1.09","1.03","1.04","0.89","0.95","0.97","0.72","0.73","0.77","0.96","1.11","1.05","1.17","."
"Pohjois-Savo","Rautavaara","0.78","0.81","0.84","0.87","0.45","0.46","0.47","0.48","0.49","0.5","0.51","0.52","0.53","0.54","0.55","."
"Pohjois-Savo","Siilinjärvi","0.79","0.79","0.79","0.77","0.78","0.77","0.79","0.79","0.8","0.84","0.84","0.83","0.83","0.8","0.77","."
"Pohjois-Savo","Sonkajärvi","0.69","0.65","0.66","0.66","0.59","0.6","0.6","0.61","0.61","0.62","0.71","0.78","0.75","0.76","0.78","."
"Pohjois-Savo","Suonenjoki","0.77","0.83","0.86","0.89","0.92","0.93","0.93","0.9","0.9","0.91","0.87","0.92","0.86","0.86","0.73","."
"Pohjois-Savo","Tervo","0.82","0.85","0.85","0.87","0.88","0.89","0.9","0.93","0.95","0.95","0.97","0.97","1","1","1","."
"Pohjois-Savo","Varkaus","0.89","0.87","0.86","0.82","0.83","0.83","0.78","0.77","0.7","0.72","0.63","0.66","0.65","0.6","0.6","."
"Pohjois-Savo","Vesanto","0.85","0.87","0.89","0.91","0.93","0.93","0.93","0.77","0.78","0.81","0.82","0.83","0.82","0.84","0.86","."
"Pohjois-Savo","Vieremä","0.66","0.81","0.83","0.9","0.94","0.87","0.87","0.92","0.98","0.99","0.98","1","1","1.01","1.02","."
"Satakunta","Eura","0.57","0.58","0.58","0.59","0.59","0.59","0.59","0.59","0.59","0.59","0.67","0.74","0.75","0.72","0.73","."
"Satakunta","Eurajoki","0.58","0.51","0.51","0.52","0.52","0.52","0.48","0.47","0.34","0.43","0.5","0.58","0.66","0.66","0.66","."
"Satakunta","Harjavalta","0.75","0.75","0.72","0.58","0.65","0.65","0.62","0.65","0.65","0.71","0.7","0.77","0.72","0.83","0.83","."
"Satakunta","Honkajoki","0.85","0.86","0.88","0.83","0.85","0.86","0.88","0.89","0.63","0.52","0.52","0.53","0.53","0.62","0.62","."
"Satakunta","Huittinen","0.54","0.54","0.54","0.55","0.55","0.55","0.55","0.55","0.51","0.56","0.57","0.55","0.57","0.64","0.58","."
"Satakunta","Jämijärvi","0.42","0.43","0.43","0.44","0.44","0.45","0.45","0.46","0.46","0.47","0.48","0.48","0.49","0.5","0.5","."
"Satakunta","Köyliö","0.81","0.78","0.86","0.61","0.61","0.81","0.81","0.81","0.83","0.79","0.8","0.88","0.75","0.67","0.65","."
"Satakunta","Kankaanpää","0.66","0.78","0.78","0.78","0.8","0.78","0.73","0.77","0.8","0.79","0.71","0.74","0.74","0.68","0.59","."
"Satakunta","Karvia","0.32","0.33","0.5","0.34","0.34","0.34","0.35","0.35","0.36","0.36","0.37","0.37","0.54","0.58","0.59","."
"Satakunta","Kokemäki","0.47","0.48","0.48","0.49","0.49","0.49","0.49","0.5","0.51","0.51","0.52","0.52","0.53","0.51","0.51","."
"Satakunta","Lavia","0.81","0.83","0.84","0.84","0.86","0.87","0.88","0.89","0.79","0.76","0.81","0.66","0.69","0.77","1.04","."
"Satakunta","Luvia","0.75","0.75","0.75","0.82","0.82","0.83","0.82","0.81","0.81","0.81","0.81","0.9","0.9","0.89","0.89","."
"Satakunta","Merikarvia","0.76","0.78","0.87","1.01","0.81","0.82","0.82","0.84","0.86","0.87","0.87","0.88","0.9","0.91","0.92","."
"Satakunta","Nakkila","0.65","0.65","0.66","0.61","0.64","0.67","0.62","0.53","0.52","0.54","0.56","0.57","0.55","0.55","0.56","."
"Satakunta","Pomarkku","0.52","0.52","0.53","0.45","0.46","0.46","0.47","0.47","0.4","0.39","0.56","0.56","0.57","0.58","0.59","."
"Satakunta","Pori","1","0.97","0.98","0.97","0.98","0.97","0.95","0.95","0.96","0.92","0.89","0.87","0.86","0.86","0.88","."
"Satakunta","Rauma","0.82","0.8","0.84","0.84","0.88","0.94","0.96","0.94","0.93","0.92","0.88","0.89","0.9","0.9","0.88","."
"Satakunta","Säkylä","0.8","0.81","0.8","0.82","0.73","0.73","0.73","0.73","0.74","0.75","0.76","0.68","0.6","0.58","0.58","."
"Satakunta","Siikainen","0.58","0.55","0.56","0.53","0.56","0.64","0.66","0.65","0.65","0.67","0.7","0.69","0.71","0.7","0.71","."
"Satakunta","Ulvila","0.4","0.4","0.4","0.4","0.48","0.49","0.43","0.51","0.51","0.58","0.58","0.58","0.62","0.63","0.56","."
"Uusimaa","Askola","0.83","0.76","0.73","0.79","0.83","0.85","0.84","0.83","0.86","0.81","0.84","0.87","0.72","0.81","0.54","."
"Uusimaa","Espoo","0.72","0.75","0.74","0.73","0.69","0.79","0.7","0.75","0.77","0.8","0.81","0.77","0.77","0.79","0.8","."
"Uusimaa","Hanko","0.72","0.74","0.74","0.7","0.7","0.7","0.69","0.66","0.57","0.69","0.76","0.76","0.88","0.88","0.81","."
"Uusimaa","Helsinki","0.91","0.9","0.92","0.91","0.9","0.86","0.85","0.84","0.83","0.82","0.82","0.79","0.78","0.81","0.8","."
"Uusimaa","Hyvinkää","0.63","0.64","0.63","0.65","0.61","0.62","0.61","0.62","0.63","0.64","0.65","0.65","0.67","0.7","0.7","."
"Uusimaa","Inkoo","0.62","0.62","0.62","0.64","0.64","0.71","0.7","0.68","0.74","0.73","0.72","0.89","0.85","0.72","0.85","."
"Uusimaa","Järvenpää","0.71","0.71","0.7","0.7","0.69","0.66","0.65","0.67","0.65","0.63","0.63","0.6","0.6","0.57","0.59","."
"Uusimaa","Karkkila","0.61","0.61","0.59","0.65","0.66","0.62","0.6","0.62","0.62","0.56","0.52","0.5","0.59","0.56","0.53","."
"Uusimaa","Kauniainen","1.59","1.64","1.75","1.69","1.62","1.6","1.56","1.57","1.63","1.51","1.51","1.43","1.52","1.43","1.5","."
"Uusimaa","Kerava","0.65","0.6","0.59","0.64","0.71","0.7","0.71","0.77","0.75","0.72","0.71","0.71","0.67","0.66","0.64","."
"Uusimaa","Kirkkonummi","0.79","0.82","0.81","0.85","0.81","0.79","0.76","0.76","0.76","0.77","0.77","0.73","0.7","0.66","0.71","."
"Uusimaa","Lapinjärvi","0.72","0.72","0.73","0.73","0.74","0.67","0.67","0.68","0.68","0.68","0.68","0.68","0.7","0.7","0.71","."
"Uusimaa","Lohja","0.88","0.89","0.89","0.83","0.87","0.85","0.88","0.91","0.9","0.91","0.86","0.9","0.86","0.88","0.81","."
"Uusimaa","Loviisa","1.58","1.59","1.6","1.53","1.41","1.22","1.11","1.06","1.18","1.18","1.14","0.87","0.87","0.94","0.95","."
"Uusimaa","Mäntsälä","0.61","0.61","0.66","0.59","0.58","0.57","0.56","0.55","0.54","0.53","0.51","0.56","0.55","0.55","0.54","."
"Uusimaa","Myrskylä","0.49","0.49","0.5","0.51","0.5","0.55","0.54","0.54","0.54","0.54","0.55","0.54","0.55","0.55","0.5","."
"Uusimaa","Nurmijärvi","0.81","0.88","0.82","0.79","0.73","0.69","0.72","0.8","0.81","0.82","0.78","0.8","0.79","0.78","0.8","."
"Uusimaa","Pornainen","0.73","0.72","0.73","0.71","0.67","0.65","0.63","0.61","0.6","0.63","0.61","0.61","0.66","0.68","0.76","."
"Uusimaa","Porvoo","0.93","0.93","0.89","0.97","1.02","0.99","0.96","0.96","0.96","0.98","0.95","0.94","0.88","0.88","0.88","."
"Uusimaa","Pukkila","0.53","0.51","0.52","0.52","0.51","0.51","0.5","0.49","0.5","0.49","0.49","0.5","0.49","0.5","0.49","."
"Uusimaa","Raasepori","0","0","0","0","0","0","0","0","0","0","0.78","0.74","0.73","0.68","0.65","."
"Uusimaa","Sipoo","0.61","0.59","0.6","0.62","0.68","0.73","0.7","0.67","0.72","0.76","0.85","0.89","0.93","0.91","0.93","."
"Uusimaa","Siuntio","0.86","0.85","0.82","0.61","0.6","1.02","0.89","0.81","0.76","0.71","0.76","0.57","0.63","0.65","0.54","."
"Uusimaa","Tuusula","0.8","0.8","0.85","0.87","0.86","0.88","0.89","0.85","0.82","0.84","0.82","0.79","0.77","0.71","0.63","."
"Uusimaa","Vantaa","0.66","0.65","0.66","0.67","0.68","0.65","0.65","0.64","0.63","0.6","0.58","0.67","0.64","0.64","0.61","."
"Uusimaa","Vihti","0.71","0.76","0.81","0.74","0.73","0.75","0.74","0.72","0.69","0.65","0.63","0.59","0.44","0.56","0.57","."
"Varsinais-Suomi","Aura","0.61","0.6","0.57","0.86","0.72","0.9","0.96","0.94","0.85","0.78","0.8","0.85","1.02","0.99","1.01","."
"Varsinais-Suomi","Kaarina","0.6","0.61","0.58","0.6","0.65","0.63","0.67","0.67","0.67","0.69","0.64","0.63","0.61","0.61","0.61","."
"Varsinais-Suomi","Kemiönsaari","0","0","0","0","0","0","0","0","0","0","1.08","1.09","1.1","1.05","1.17","."
"Varsinais-Suomi","Koski Tl","0.77","0.78","0.78","1.06","1.06","1.06","1.06","1.07","1","1.02","1.06","1.09","1.11","1.13","1.11","."
"Varsinais-Suomi","Kustavi","0.69","0.69","0.69","0.67","0.72","0.82","0.83","0.84","0.88","1.11","1.1","1.14","0.92","0.9","0.9","."
"Varsinais-Suomi","Laitila","0.8","0.74","0.68","0.74","0.69","0.7","0.7","0.7","0.69","0.72","0.74","0.71","0.78","0.84","0.83","."
"Varsinais-Suomi","Lieto","0.6","0.68","0.65","0.64","0.66","0.61","0.6","0.6","0.59","0.59","0.57","0.58","0.72","0.65","0.66","."
"Varsinais-Suomi","Loimaa","0.71","0.71","0.7","0.75","0.84","0.81","0.7","0.74","0.7","0.69","0.75","0.73","0.74","0.73","0.7","."
"Varsinais-Suomi","Marttila","0.37","0.42","0.42","0.38","0.38","0.38","0.38","0.39","0.48","0.49","0.49","0.4","0.4","0.4","0.54","."
"Varsinais-Suomi","Masku","0.62","0.63","0.65","0.68","0.71","0.67","0.66","0.64","0.65","0.63","0.6","0.59","0.6","0.59","0.58","."
"Varsinais-Suomi","Mynämäki","0.67","0.67","0.7","0.7","0.73","0.76","0.71","0.71","0.54","0.54","0.54","0.56","0.5","0.5","0.5","."
"Varsinais-Suomi","Naantali","0.72","0.71","0.69","0.69","0.71","0.67","0.77","0.73","0.7","0.69","0.65","0.65","0.66","0.66","0.64","."
"Varsinais-Suomi","Nousiainen","0.73","0.72","0.72","0.71","0.64","0.63","0.62","0.61","0.59","0.63","0.62","0.57","0.76","0.77","0.76","."
"Varsinais-Suomi","Oripää","0.67","0.66","0.67","0.68","0.68","0.67","0.67","0.67","0.68","0.66","0.65","0.58","0.58","0.58","0.57","."
"Varsinais-Suomi","Pöytyä","0.66","0.67","0.8","0.73","0.82","0.82","0.92","0.99","0.98","0.97","1.04","0.92","0.96","0.95","0.93","."
"Varsinais-Suomi","Paimio","0.49","0.51","0.51","0.51","0.48","0.57","0.55","0.51","0.5","0.5","0.49","0.48","0.48","0.46","0.42","."
"Varsinais-Suomi","Parainen","0","0","0","0","0","0","0","0","0","0","0.83","0.83","0.84","0.77","0.8","."
"Varsinais-Suomi","Pyhäranta","0.6","0.6","0.61","0.62","0.61","0.62","0.62","0.54","0.54","0.54","0.38","0.38","0.38","0.39","0.39","."
"Varsinais-Suomi","Raisio","0.92","0.99","1.05","1.04","1.1","0.98","0.98","0.86","0.86","0.87","0.84","0.84","0.79","0.85","0.8","."
"Varsinais-Suomi","Rusko","0.6","0.61","0.59","0.57","0.56","0.78","0.82","0.91","0.86","0.94","1.01","0.96","0.83","0.83","0.76","."
"Varsinais-Suomi","Salo","1.01","1.01","1.04","1.06","1.05","0.99","1.05","1.12","1.17","1.17","0.83","0.84","0.87","0.8","0.71","."
"Varsinais-Suomi","Sauvo","0.5","0.56","0.7","0.7","0.7","0.78","0.86","0.77","0.69","0.68","0.66","0.66","0.66","0.66","0.66","."
"Varsinais-Suomi","Somero","0.67","0.67","0.73","0.79","0.79","0.77","0.83","0.83","0.82","0.84","0.85","0.85","0.81","0.83","0.87","."
"Varsinais-Suomi","Taivassalo","0.43","0.43","0.44","0.51","0.68","0.68","0.68","0.46","0.46","0.46","0.47","0.47","0.47","0.47","0.48","."
"Varsinais-Suomi","Tarvasjoki","0.52","0.52","0.52","0.52","0.52","0.77","0.77","0.77","0.77","0.77","0.77","0.76","0.77","0.77","0.77","."
"Varsinais-Suomi","Turku","0.82","0.79","0.79","0.77","0.75","0.75","0.77","0.77","0.85","0.86","0.81","0.8","0.82","0.8","0.8","."
"Varsinais-Suomi","Uusikaupunki","0.93","0.92","0.9","0.91","0.89","0.87","0.86","0.81","0.81","0.82","0.78","0.76","0.73","0.68","0.68","."
"Varsinais-Suomi","Vehmaa","0.77","0.64","0.63","0.64","0.48","0.49","0.49","0.73","0.73","0.74","0.74","0.75","0.76","0.85","0.86","."
